CA6F  A0 80     LDY #$80                         A:80 X:00 Y:40 P:A4 SP:FB
CA71  C0 00     CPY #$00                         A:80 X:00 Y:80 P:A4 SP:FB
CA73  F0 07     BEQ $07                          A:80 X:00 Y:80 P:A5 SP:FB
CA75  10 05     BPL $05                          A:80 X:00 Y:80 P:A5 SP:FB
CA77  90 03     BCC $03                          A:80 X:00 Y:80 P:A5 SP:FB
CA79  4C 80 CA  JMP $CA80                        A:80 X:00 Y:80 P:A5 SP:FB
CA80  EA        NOP                              A:80 X:00 Y:80 P:A5 SP:FB
CA81  C0 80     CPY #$80                         A:80 X:00 Y:80 P:A5 SP:FB
CA83  D0 07     BNE $07                          A:80 X:00 Y:80 P:27 SP:FB
CA85  30 05     BMI $05                          A:80 X:00 Y:80 P:27 SP:FB
CA87  90 03     BCC $03                          A:80 X:00 Y:80 P:27 SP:FB
CA89  4C 90 CA  JMP $CA90                        A:80 X:00 Y:80 P:27 SP:FB
CA90  EA        NOP                              A:80 X:00 Y:80 P:27 SP:FB
CA91  C0 81     CPY #$81                         A:80 X:00 Y:80 P:27 SP:FB
CA93  B0 07     BCS $07                          A:80 X:00 Y:80 P:A4 SP:FB
CA95  F0 05     BEQ $05                          A:80 X:00 Y:80 P:A4 SP:FB
CA97  10 03     BPL $03                          A:80 X:00 Y:80 P:A4 SP:FB
CA99  4C A0 CA  JMP $CAA0                        A:80 X:00 Y:80 P:A4 SP:FB
CAA0  EA        NOP                              A:80 X:00 Y:80 P:A4 SP:FB
CAA1  C0 7F     CPY #$7F                         A:80 X:00 Y:80 P:A4 SP:FB
CAA3  90 07     BCC $07                          A:80 X:00 Y:80 P:25 SP:FB
CAA5  F0 05     BEQ $05                          A:80 X:00 Y:80 P:25 SP:FB
CAA7  30 03     BMI $03                          A:80 X:00 Y:80 P:25 SP:FB
CAA9  4C B0 CA  JMP $CAB0                        A:80 X:00 Y:80 P:25 SP:FB
CAB0  EA        NOP                              A:80 X:00 Y:80 P:25 SP:FB
CAB1  24 01     BIT $01 = FF                     A:80 X:00 Y:80 P:25 SP:FB
CAB3  A2 40     LDX #$40                         A:80 X:00 Y:80 P:E5 SP:FB
CAB5  E0 40     CPX #$40                         A:80 X:40 Y:80 P:65 SP:FB
CAB7  D0 09     BNE $09                          A:80 X:40 Y:80 P:67 SP:FB
CAB9  30 07     BMI $07                          A:80 X:40 Y:80 P:67 SP:FB
CABB  90 05     BCC $05                          A:80 X:40 Y:80 P:67 SP:FB
CABD  50 03     BVC $03                          A:80 X:40 Y:80 P:67 SP:FB
CABF  4C C6 CA  JMP $CAC6                        A:80 X:40 Y:80 P:67 SP:FB
CAC6  EA        NOP                              A:80 X:40 Y:80 P:67 SP:FB
CAC7  B8        CLV                              A:80 X:40 Y:80 P:67 SP:FB
CAC8  E0 3F     CPX #$3F                         A:80 X:40 Y:80 P:27 SP:FB
CACA  F0 09     BEQ $09                          A:80 X:40 Y:80 P:25 SP:FB
CACC  30 07     BMI $07                          A:80 X:40 Y:80 P:25 SP:FB
CACE  90 05     BCC $05                          A:80 X:40 Y:80 P:25 SP:FB
CAD0  70 03     BVS $03                          A:80 X:40 Y:80 P:25 SP:FB
CAD2  4C D9 CA  JMP $CAD9                        A:80 X:40 Y:80 P:25 SP:FB
CAD9  EA        NOP                              A:80 X:40 Y:80 P:25 SP:FB
CADA  E0 41     CPX #$41                         A:80 X:40 Y:80 P:25 SP:FB
CADC  F0 07     BEQ $07                          A:80 X:40 Y:80 P:A4 SP:FB
CADE  10 05     BPL $05                          A:80 X:40 Y:80 P:A4 SP:FB
CAE0  10 03     BPL $03                          A:80 X:40 Y:80 P:A4 SP:FB
CAE2  4C E9 CA  JMP $CAE9                        A:80 X:40 Y:80 P:A4 SP:FB
CAE9  EA        NOP                              A:80 X:40 Y:80 P:A4 SP:FB
CAEA  A2 80     LDX #$80                         A:80 X:40 Y:80 P:A4 SP:FB
CAEC  E0 00     CPX #$00                         A:80 X:80 Y:80 P:A4 SP:FB
CAEE  F0 07     BEQ $07                          A:80 X:80 Y:80 P:A5 SP:FB
CAF0  10 05     BPL $05                          A:80 X:80 Y:80 P:A5 SP:FB
CAF2  90 03     BCC $03                          A:80 X:80 Y:80 P:A5 SP:FB
CAF4  4C FB CA  JMP $CAFB                        A:80 X:80 Y:80 P:A5 SP:FB
CAFB  EA        NOP                              A:80 X:80 Y:80 P:A5 SP:FB
CAFC  E0 80     CPX #$80                         A:80 X:80 Y:80 P:A5 SP:FB
CAFE  D0 07     BNE $07                          A:80 X:80 Y:80 P:27 SP:FB
CB00  30 05     BMI $05                          A:80 X:80 Y:80 P:27 SP:FB
CB02  90 03     BCC $03                          A:80 X:80 Y:80 P:27 SP:FB
CB04  4C 0B CB  JMP $CB0B                        A:80 X:80 Y:80 P:27 SP:FB
CB0B  EA        NOP                              A:80 X:80 Y:80 P:27 SP:FB
CB0C  E0 81     CPX #$81                         A:80 X:80 Y:80 P:27 SP:FB
CB0E  B0 07     BCS $07                          A:80 X:80 Y:80 P:A4 SP:FB
CB10  F0 05     BEQ $05                          A:80 X:80 Y:80 P:A4 SP:FB
CB12  10 03     BPL $03                          A:80 X:80 Y:80 P:A4 SP:FB
CB14  4C 1B CB  JMP $CB1B                        A:80 X:80 Y:80 P:A4 SP:FB
CB1B  EA        NOP                              A:80 X:80 Y:80 P:A4 SP:FB
CB1C  E0 7F     CPX #$7F                         A:80 X:80 Y:80 P:A4 SP:FB
CB1E  90 07     BCC $07                          A:80 X:80 Y:80 P:25 SP:FB
CB20  F0 05     BEQ $05                          A:80 X:80 Y:80 P:25 SP:FB
CB22  30 03     BMI $03                          A:80 X:80 Y:80 P:25 SP:FB
CB24  4C 2B CB  JMP $CB2B                        A:80 X:80 Y:80 P:25 SP:FB
CB2B  EA        NOP                              A:80 X:80 Y:80 P:25 SP:FB
CB2C  38        SEC                              A:80 X:80 Y:80 P:25 SP:FB
CB2D  B8        CLV                              A:80 X:80 Y:80 P:25 SP:FB
CB2E  A2 9F     LDX #$9F                         A:80 X:80 Y:80 P:25 SP:FB
CB30  F0 09     BEQ $09                          A:80 X:9F Y:80 P:A5 SP:FB
CB32  10 07     BPL $07                          A:80 X:9F Y:80 P:A5 SP:FB
CB34  70 05     BVS $05                          A:80 X:9F Y:80 P:A5 SP:FB
CB36  90 03     BCC $03                          A:80 X:9F Y:80 P:A5 SP:FB
CB38  4C 3F CB  JMP $CB3F                        A:80 X:9F Y:80 P:A5 SP:FB
CB3F  EA        NOP                              A:80 X:9F Y:80 P:A5 SP:FB
CB40  18        CLC                              A:80 X:9F Y:80 P:A5 SP:FB
CB41  24 01     BIT $01 = FF                     A:80 X:9F Y:80 P:A4 SP:FB
CB43  A2 00     LDX #$00                         A:80 X:9F Y:80 P:E4 SP:FB
CB45  D0 09     BNE $09                          A:80 X:00 Y:80 P:66 SP:FB
CB47  30 07     BMI $07                          A:80 X:00 Y:80 P:66 SP:FB
CB49  50 05     BVC $05                          A:80 X:00 Y:80 P:66 SP:FB
CB4B  B0 03     BCS $03                          A:80 X:00 Y:80 P:66 SP:FB
CB4D  4C 54 CB  JMP $CB54                        A:80 X:00 Y:80 P:66 SP:FB
CB54  EA        NOP                              A:80 X:00 Y:80 P:66 SP:FB
CB55  38        SEC                              A:80 X:00 Y:80 P:66 SP:FB
CB56  B8        CLV                              A:80 X:00 Y:80 P:67 SP:FB
CB57  A0 9F     LDY #$9F                         A:80 X:00 Y:80 P:27 SP:FB
CB59  F0 09     BEQ $09                          A:80 X:00 Y:9F P:A5 SP:FB
CB5B  10 07     BPL $07                          A:80 X:00 Y:9F P:A5 SP:FB
CB5D  70 05     BVS $05                          A:80 X:00 Y:9F P:A5 SP:FB
CB5F  90 03     BCC $03                          A:80 X:00 Y:9F P:A5 SP:FB
CB61  4C 68 CB  JMP $CB68                        A:80 X:00 Y:9F P:A5 SP:FB
CB68  EA        NOP                              A:80 X:00 Y:9F P:A5 SP:FB
CB69  18        CLC                              A:80 X:00 Y:9F P:A5 SP:FB
CB6A  24 01     BIT $01 = FF                     A:80 X:00 Y:9F P:A4 SP:FB
CB6C  A0 00     LDY #$00                         A:80 X:00 Y:9F P:E4 SP:FB
CB6E  D0 09     BNE $09                          A:80 X:00 Y:00 P:66 SP:FB
CB70  30 07     BMI $07                          A:80 X:00 Y:00 P:66 SP:FB
CB72  50 05     BVC $05                          A:80 X:00 Y:00 P:66 SP:FB
CB74  B0 03     BCS $03                          A:80 X:00 Y:00 P:66 SP:FB
CB76  4C 7D CB  JMP $CB7D                        A:80 X:00 Y:00 P:66 SP:FB
CB7D  EA        NOP                              A:80 X:00 Y:00 P:66 SP:FB
CB7E  A9 55     LDA #$55                         A:80 X:00 Y:00 P:66 SP:FB
CB80  A2 AA     LDX #$AA                         A:55 X:00 Y:00 P:64 SP:FB
CB82  A0 33     LDY #$33                         A:55 X:AA Y:00 P:E4 SP:FB
CB84  C9 55     CMP #$55                         A:55 X:AA Y:33 P:64 SP:FB
CB86  D0 23     BNE $23                          A:55 X:AA Y:33 P:67 SP:FB
CB88  E0 AA     CPX #$AA                         A:55 X:AA Y:33 P:67 SP:FB
CB8A  D0 1F     BNE $1F                          A:55 X:AA Y:33 P:67 SP:FB
CB8C  C0 33     CPY #$33                         A:55 X:AA Y:33 P:67 SP:FB
CB8E  D0 1B     BNE $1B                          A:55 X:AA Y:33 P:67 SP:FB
CB90  C9 55     CMP #$55                         A:55 X:AA Y:33 P:67 SP:FB
CB92  D0 17     BNE $17                          A:55 X:AA Y:33 P:67 SP:FB
CB94  E0 AA     CPX #$AA                         A:55 X:AA Y:33 P:67 SP:FB
CB96  D0 13     BNE $13                          A:55 X:AA Y:33 P:67 SP:FB
CB98  C0 33     CPY #$33                         A:55 X:AA Y:33 P:67 SP:FB
CB9A  D0 0F     BNE $0F                          A:55 X:AA Y:33 P:67 SP:FB
CB9C  C9 56     CMP #$56                         A:55 X:AA Y:33 P:67 SP:FB
CB9E  F0 0B     BEQ $0B                          A:55 X:AA Y:33 P:E4 SP:FB
CBA0  E0 AB     CPX #$AB                         A:55 X:AA Y:33 P:E4 SP:FB
CBA2  F0 07     BEQ $07                          A:55 X:AA Y:33 P:E4 SP:FB
CBA4  C0 34     CPY #$34                         A:55 X:AA Y:33 P:E4 SP:FB
CBA6  F0 03     BEQ $03                          A:55 X:AA Y:33 P:E4 SP:FB
CBA8  4C AF CB  JMP $CBAF                        A:55 X:AA Y:33 P:E4 SP:FB
CBAF  A0 71     LDY #$71                         A:55 X:AA Y:33 P:E4 SP:FB
CBB1  20 31 F9  JSR $F931                        A:55 X:AA Y:71 P:64 SP:FB
F931  24 01     BIT $01 = FF                     A:55 X:AA Y:71 P:64 SP:F9
F933  A9 40     LDA #$40                         A:55 X:AA Y:71 P:E4 SP:F9
F935  38        SEC                              A:40 X:AA Y:71 P:64 SP:F9
F936  60        RTS                              A:40 X:AA Y:71 P:65 SP:F9
CBB4  E9 40     SBC #$40                         A:40 X:AA Y:71 P:65 SP:FB
CBB6  20 37 F9  JSR $F937                        A:00 X:AA Y:71 P:27 SP:FB
F937  30 0B     BMI $0B                          A:00 X:AA Y:71 P:27 SP:F9
F939  90 09     BCC $09                          A:00 X:AA Y:71 P:27 SP:F9
F93B  D0 07     BNE $07                          A:00 X:AA Y:71 P:27 SP:F9
F93D  70 05     BVS $05                          A:00 X:AA Y:71 P:27 SP:F9
F93F  C9 00     CMP #$00                         A:00 X:AA Y:71 P:27 SP:F9
F941  D0 01     BNE $01                          A:00 X:AA Y:71 P:27 SP:F9
F943  60        RTS                              A:00 X:AA Y:71 P:27 SP:F9
CBB9  C8        INY                              A:00 X:AA Y:71 P:27 SP:FB
CBBA  20 47 F9  JSR $F947                        A:00 X:AA Y:72 P:25 SP:FB
F947  B8        CLV                              A:00 X:AA Y:72 P:25 SP:F9
F948  38        SEC                              A:00 X:AA Y:72 P:25 SP:F9
F949  A9 40     LDA #$40                         A:00 X:AA Y:72 P:25 SP:F9
F94B  60        RTS                              A:40 X:AA Y:72 P:25 SP:F9
CBBD  E9 3F     SBC #$3F                         A:40 X:AA Y:72 P:25 SP:FB
CBBF  20 4C F9  JSR $F94C                        A:01 X:AA Y:72 P:25 SP:FB
F94C  F0 0B     BEQ $0B                          A:01 X:AA Y:72 P:25 SP:F9
F94E  30 09     BMI $09                          A:01 X:AA Y:72 P:25 SP:F9
F950  90 07     BCC $07                          A:01 X:AA Y:72 P:25 SP:F9
F952  70 05     BVS $05                          A:01 X:AA Y:72 P:25 SP:F9
F954  C9 01     CMP #$01                         A:01 X:AA Y:72 P:25 SP:F9
F956  D0 01     BNE $01                          A:01 X:AA Y:72 P:27 SP:F9
F958  60        RTS                              A:01 X:AA Y:72 P:27 SP:F9
CBC2  C8        INY                              A:01 X:AA Y:72 P:27 SP:FB
CBC3  20 5C F9  JSR $F95C                        A:01 X:AA Y:73 P:25 SP:FB
F95C  A9 40     LDA #$40                         A:01 X:AA Y:73 P:25 SP:F9
F95E  38        SEC                              A:40 X:AA Y:73 P:25 SP:F9
F95F  24 01     BIT $01 = FF                     A:40 X:AA Y:73 P:25 SP:F9
F961  60        RTS                              A:40 X:AA Y:73 P:E5 SP:F9
CBC6  E9 41     SBC #$41                         A:40 X:AA Y:73 P:E5 SP:FB
CBC8  20 62 F9  JSR $F962                        A:FF X:AA Y:73 P:E4 SP:FB
F962  B0 0B     BCS $0B                          A:FF X:AA Y:73 P:E4 SP:F9
F964  F0 09     BEQ $09                          A:FF X:AA Y:73 P:E4 SP:F9
F966  10 07     BPL $07                          A:FF X:AA Y:73 P:E4 SP:F9
F968  70 05     BVS $05                          A:FF X:AA Y:73 P:E4 SP:F9
F96F  84 00     STY $00 = 00                     A:FF X:AA Y:73 P:E4 SP:F9
F971  60        RTS                              A:FF X:AA Y:73 P:E4 SP:F9
CBCB  C8        INY                              A:FF X:AA Y:73 P:E4 SP:FB
CBCC  20 72 F9  JSR $F972                        A:FF X:AA Y:74 P:64 SP:FB
F972  18        CLC                              A:FF X:AA Y:74 P:64 SP:F9
F973  A9 80     LDA #$80                         A:FF X:AA Y:74 P:64 SP:F9
F975  60        RTS                              A:80 X:AA Y:74 P:E4 SP:F9
CBCF  E9 00     SBC #$00                         A:80 X:AA Y:74 P:E4 SP:FB
CBD1  20 76 F9  JSR $F976                        A:7F X:AA Y:74 P:25 SP:FB
F976  90 05     BCC $05                          A:7F X:AA Y:74 P:25 SP:F9
F978  C9 7F     CMP #$7F                         A:7F X:AA Y:74 P:25 SP:F9
F97A  D0 01     BNE $01                          A:7F X:AA Y:74 P:27 SP:F9
F97C  60        RTS                              A:7F X:AA Y:74 P:27 SP:F9
CBD4  C8        INY                              A:7F X:AA Y:74 P:27 SP:FB
CBD5  20 80 F9  JSR $F980                        A:7F X:AA Y:75 P:25 SP:FB
F980  38        SEC                              A:7F X:AA Y:75 P:25 SP:F9
F981  A9 81     LDA #$81                         A:7F X:AA Y:75 P:25 SP:F9
F983  60        RTS                              A:81 X:AA Y:75 P:A5 SP:F9
CBD8  E9 7F     SBC #$7F                         A:81 X:AA Y:75 P:A5 SP:FB
CBDA  20 84 F9  JSR $F984                        A:02 X:AA Y:75 P:25 SP:FB
F984  50 07     BVC $07                          A:02 X:AA Y:75 P:25 SP:F9
F98D  84 00     STY $00 = 73                     A:02 X:AA Y:75 P:25 SP:F9
F98F  60        RTS                              A:02 X:AA Y:75 P:25 SP:F9
CBDD  60        RTS                              A:02 X:AA Y:75 P:25 SP:FB
C606  20 DE CB  JSR $CBDE                        A:02 X:AA Y:75 P:25 SP:FD
CBDE  EA        NOP                              A:02 X:AA Y:75 P:25 SP:FB
CBDF  A9 FF     LDA #$FF                         A:02 X:AA Y:75 P:25 SP:FB
CBE1  85 01     STA $01 = FF                     A:FF X:AA Y:75 P:A5 SP:FB
CBE3  A9 44     LDA #$44                         A:FF X:AA Y:75 P:A5 SP:FB
CBE5  A2 55     LDX #$55                         A:44 X:AA Y:75 P:25 SP:FB
CBE7  A0 66     LDY #$66                         A:44 X:55 Y:75 P:25 SP:FB
CBE9  E8        INX                              A:44 X:55 Y:66 P:25 SP:FB
CBEA  88        DEY                              A:44 X:56 Y:66 P:25 SP:FB
CBEB  E0 56     CPX #$56                         A:44 X:56 Y:65 P:25 SP:FB
CBED  D0 21     BNE $21                          A:44 X:56 Y:65 P:27 SP:FB
CBEF  C0 65     CPY #$65                         A:44 X:56 Y:65 P:27 SP:FB
CBF1  D0 1D     BNE $1D                          A:44 X:56 Y:65 P:27 SP:FB
CBF3  E8        INX                              A:44 X:56 Y:65 P:27 SP:FB
CBF4  E8        INX                              A:44 X:57 Y:65 P:25 SP:FB
CBF5  88        DEY                              A:44 X:58 Y:65 P:25 SP:FB
CBF6  88        DEY                              A:44 X:58 Y:64 P:25 SP:FB
CBF7  E0 58     CPX #$58                         A:44 X:58 Y:63 P:25 SP:FB
CBF9  D0 15     BNE $15                          A:44 X:58 Y:63 P:27 SP:FB
CBFB  C0 63     CPY #$63                         A:44 X:58 Y:63 P:27 SP:FB
CBFD  D0 11     BNE $11                          A:44 X:58 Y:63 P:27 SP:FB
CBFF  CA        DEX                              A:44 X:58 Y:63 P:27 SP:FB
CC00  C8        INY                              A:44 X:57 Y:63 P:25 SP:FB
CC01  E0 57     CPX #$57                         A:44 X:57 Y:64 P:25 SP:FB
CC03  D0 0B     BNE $0B                          A:44 X:57 Y:64 P:27 SP:FB
CC05  C0 64     CPY #$64                         A:44 X:57 Y:64 P:27 SP:FB
CC07  D0 07     BNE $07                          A:44 X:57 Y:64 P:27 SP:FB
CC09  C9 44     CMP #$44                         A:44 X:57 Y:64 P:27 SP:FB
CC0B  D0 03     BNE $03                          A:44 X:57 Y:64 P:27 SP:FB
CC0D  4C 14 CC  JMP $CC14                        A:44 X:57 Y:64 P:27 SP:FB
CC14  EA        NOP                              A:44 X:57 Y:64 P:27 SP:FB
CC15  38        SEC                              A:44 X:57 Y:64 P:27 SP:FB
CC16  A2 69     LDX #$69                         A:44 X:57 Y:64 P:27 SP:FB
CC18  A9 96     LDA #$96                         A:44 X:69 Y:64 P:25 SP:FB
CC1A  24 01     BIT $01 = FF                     A:96 X:69 Y:64 P:A5 SP:FB
CC1C  A0 FF     LDY #$FF                         A:96 X:69 Y:64 P:E5 SP:FB
CC1E  C8        INY                              A:96 X:69 Y:FF P:E5 SP:FB
CC1F  D0 3D     BNE $3D                          A:96 X:69 Y:00 P:67 SP:FB
CC21  30 3B     BMI $3B                          A:96 X:69 Y:00 P:67 SP:FB
CC23  90 39     BCC $39                          A:96 X:69 Y:00 P:67 SP:FB
CC25  50 37     BVC $37                          A:96 X:69 Y:00 P:67 SP:FB
CC27  C0 00     CPY #$00                         A:96 X:69 Y:00 P:67 SP:FB
CC29  D0 33     BNE $33                          A:96 X:69 Y:00 P:67 SP:FB
CC2B  C8        INY                              A:96 X:69 Y:00 P:67 SP:FB
CC2C  F0 30     BEQ $30                          A:96 X:69 Y:01 P:65 SP:FB
CC2E  30 2E     BMI $2E                          A:96 X:69 Y:01 P:65 SP:FB
CC30  90 2C     BCC $2C                          A:96 X:69 Y:01 P:65 SP:FB
CC32  50 2A     BVC $2A                          A:96 X:69 Y:01 P:65 SP:FB
CC34  18        CLC                              A:96 X:69 Y:01 P:65 SP:FB
CC35  B8        CLV                              A:96 X:69 Y:01 P:64 SP:FB
CC36  A0 00     LDY #$00                         A:96 X:69 Y:01 P:24 SP:FB
CC38  88        DEY                              A:96 X:69 Y:00 P:26 SP:FB
CC39  F0 23     BEQ $23                          A:96 X:69 Y:FF P:A4 SP:FB
CC3B  10 21     BPL $21                          A:96 X:69 Y:FF P:A4 SP:FB
CC3D  B0 1F     BCS $1F                          A:96 X:69 Y:FF P:A4 SP:FB
CC3F  70 1D     BVS $1D                          A:96 X:69 Y:FF P:A4 SP:FB
CC41  C0 FF     CPY #$FF                         A:96 X:69 Y:FF P:A4 SP:FB
CC43  D0 19     BNE $19                          A:96 X:69 Y:FF P:27 SP:FB
CC45  18        CLC                              A:96 X:69 Y:FF P:27 SP:FB
CC46  88        DEY                              A:96 X:69 Y:FF P:26 SP:FB
CC47  F0 15     BEQ $15                          A:96 X:69 Y:FE P:A4 SP:FB
CC49  10 13     BPL $13                          A:96 X:69 Y:FE P:A4 SP:FB
CC4B  B0 11     BCS $11                          A:96 X:69 Y:FE P:A4 SP:FB
CC4D  70 0F     BVS $0F                          A:96 X:69 Y:FE P:A4 SP:FB
CC4F  C0 FE     CPY #$FE                         A:96 X:69 Y:FE P:A4 SP:FB
CC51  D0 0B     BNE $0B                          A:96 X:69 Y:FE P:27 SP:FB
CC53  C9 96     CMP #$96                         A:96 X:69 Y:FE P:27 SP:FB
CC55  D0 07     BNE $07                          A:96 X:69 Y:FE P:27 SP:FB
CC57  E0 69     CPX #$69                         A:96 X:69 Y:FE P:27 SP:FB
CC59  D0 03     BNE $03                          A:96 X:69 Y:FE P:27 SP:FB
CC5B  4C 62 CC  JMP $CC62                        A:96 X:69 Y:FE P:27 SP:FB
CC62  EA        NOP                              A:96 X:69 Y:FE P:27 SP:FB
CC63  38        SEC                              A:96 X:69 Y:FE P:27 SP:FB
CC64  A0 69     LDY #$69                         A:96 X:69 Y:FE P:27 SP:FB
CC66  A9 96     LDA #$96                         A:96 X:69 Y:69 P:25 SP:FB
CC68  24 01     BIT $01 = FF                     A:96 X:69 Y:69 P:A5 SP:FB
CC6A  A2 FF     LDX #$FF                         A:96 X:69 Y:69 P:E5 SP:FB
CC6C  E8        INX                              A:96 X:FF Y:69 P:E5 SP:FB
CC6D  D0 3D     BNE $3D                          A:96 X:00 Y:69 P:67 SP:FB
CC6F  30 3B     BMI $3B                          A:96 X:00 Y:69 P:67 SP:FB
CC71  90 39     BCC $39                          A:96 X:00 Y:69 P:67 SP:FB
CC73  50 37     BVC $37                          A:96 X:00 Y:69 P:67 SP:FB
CC75  E0 00     CPX #$00                         A:96 X:00 Y:69 P:67 SP:FB
CC77  D0 33     BNE $33                          A:96 X:00 Y:69 P:67 SP:FB
CC79  E8        INX                              A:96 X:00 Y:69 P:67 SP:FB
CC7A  F0 30     BEQ $30                          A:96 X:01 Y:69 P:65 SP:FB
CC7C  30 2E     BMI $2E                          A:96 X:01 Y:69 P:65 SP:FB
CC7E  90 2C     BCC $2C                          A:96 X:01 Y:69 P:65 SP:FB
CC80  50 2A     BVC $2A                          A:96 X:01 Y:69 P:65 SP:FB
CC82  18        CLC                              A:96 X:01 Y:69 P:65 SP:FB
CC83  B8        CLV                              A:96 X:01 Y:69 P:64 SP:FB
CC84  A2 00     LDX #$00                         A:96 X:01 Y:69 P:24 SP:FB
CC86  CA        DEX                              A:96 X:00 Y:69 P:26 SP:FB
CC87  F0 23     BEQ $23                          A:96 X:FF Y:69 P:A4 SP:FB
CC89  10 21     BPL $21                          A:96 X:FF Y:69 P:A4 SP:FB
CC8B  B0 1F     BCS $1F                          A:96 X:FF Y:69 P:A4 SP:FB
CC8D  70 1D     BVS $1D                          A:96 X:FF Y:69 P:A4 SP:FB
CC8F  E0 FF     CPX #$FF                         A:96 X:FF Y:69 P:A4 SP:FB
CC91  D0 19     BNE $19                          A:96 X:FF Y:69 P:27 SP:FB
CC93  18        CLC                              A:96 X:FF Y:69 P:27 SP:FB
CC94  CA        DEX                              A:96 X:FF Y:69 P:26 SP:FB
CC95  F0 15     BEQ $15                          A:96 X:FE Y:69 P:A4 SP:FB
CC97  10 13     BPL $13                          A:96 X:FE Y:69 P:A4 SP:FB
CC99  B0 11     BCS $11                          A:96 X:FE Y:69 P:A4 SP:FB
CC9B  70 0F     BVS $0F                          A:96 X:FE Y:69 P:A4 SP:FB
CC9D  E0 FE     CPX #$FE                         A:96 X:FE Y:69 P:A4 SP:FB
CC9F  D0 0B     BNE $0B                          A:96 X:FE Y:69 P:27 SP:FB
CCA1  C9 96     CMP #$96                         A:96 X:FE Y:69 P:27 SP:FB
CCA3  D0 07     BNE $07                          A:96 X:FE Y:69 P:27 SP:FB
CCA5  C0 69     CPY #$69                         A:96 X:FE Y:69 P:27 SP:FB
CCA7  D0 03     BNE $03                          A:96 X:FE Y:69 P:27 SP:FB
CCA9  4C B0 CC  JMP $CCB0                        A:96 X:FE Y:69 P:27 SP:FB
CCB0  EA        NOP                              A:96 X:FE Y:69 P:27 SP:FB
CCB1  A9 85     LDA #$85                         A:96 X:FE Y:69 P:27 SP:FB
CCB3  A2 34     LDX #$34                         A:85 X:FE Y:69 P:A5 SP:FB
CCB5  A0 99     LDY #$99                         A:85 X:34 Y:69 P:25 SP:FB
CCB7  18        CLC                              A:85 X:34 Y:99 P:A5 SP:FB
CCB8  24 01     BIT $01 = FF                     A:85 X:34 Y:99 P:A4 SP:FB
CCBA  A8        TAY                              A:85 X:34 Y:99 P:E4 SP:FB
CCBB  F0 2E     BEQ $2E                          A:85 X:34 Y:85 P:E4 SP:FB
CCBD  B0 2C     BCS $2C                          A:85 X:34 Y:85 P:E4 SP:FB
CCBF  50 2A     BVC $2A                          A:85 X:34 Y:85 P:E4 SP:FB
CCC1  10 28     BPL $28                          A:85 X:34 Y:85 P:E4 SP:FB
CCC3  C9 85     CMP #$85                         A:85 X:34 Y:85 P:E4 SP:FB
CCC5  D0 24     BNE $24                          A:85 X:34 Y:85 P:67 SP:FB
CCC7  E0 34     CPX #$34                         A:85 X:34 Y:85 P:67 SP:FB
CCC9  D0 20     BNE $20                          A:85 X:34 Y:85 P:67 SP:FB
CCCB  C0 85     CPY #$85                         A:85 X:34 Y:85 P:67 SP:FB
CCCD  D0 1C     BNE $1C                          A:85 X:34 Y:85 P:67 SP:FB
CCCF  A9 00     LDA #$00                         A:85 X:34 Y:85 P:67 SP:FB
CCD1  38        SEC                              A:00 X:34 Y:85 P:67 SP:FB
CCD2  B8        CLV                              A:00 X:34 Y:85 P:67 SP:FB
CCD3  A8        TAY                              A:00 X:34 Y:85 P:27 SP:FB
CCD4  D0 15     BNE $15                          A:00 X:34 Y:00 P:27 SP:FB
CCD6  90 13     BCC $13                          A:00 X:34 Y:00 P:27 SP:FB
CCD8  70 11     BVS $11                          A:00 X:34 Y:00 P:27 SP:FB
CCDA  30 0F     BMI $0F                          A:00 X:34 Y:00 P:27 SP:FB
CCDC  C9 00     CMP #$00                         A:00 X:34 Y:00 P:27 SP:FB
CCDE  D0 0B     BNE $0B                          A:00 X:34 Y:00 P:27 SP:FB
CCE0  E0 34     CPX #$34                         A:00 X:34 Y:00 P:27 SP:FB
CCE2  D0 07     BNE $07                          A:00 X:34 Y:00 P:27 SP:FB
CCE4  C0 00     CPY #$00                         A:00 X:34 Y:00 P:27 SP:FB
CCE6  D0 03     BNE $03                          A:00 X:34 Y:00 P:27 SP:FB
CCE8  4C EF CC  JMP $CCEF                        A:00 X:34 Y:00 P:27 SP:FB
CCEF  EA        NOP                              A:00 X:34 Y:00 P:27 SP:FB
CCF0  A9 85     LDA #$85                         A:00 X:34 Y:00 P:27 SP:FB
CCF2  A2 34     LDX #$34                         A:85 X:34 Y:00 P:A5 SP:FB
CCF4  A0 99     LDY #$99                         A:85 X:34 Y:00 P:25 SP:FB
CCF6  18        CLC                              A:85 X:34 Y:99 P:A5 SP:FB
CCF7  24 01     BIT $01 = FF                     A:85 X:34 Y:99 P:A4 SP:FB
CCF9  AA        TAX                              A:85 X:34 Y:99 P:E4 SP:FB
CCFA  F0 2E     BEQ $2E                          A:85 X:85 Y:99 P:E4 SP:FB
CCFC  B0 2C     BCS $2C                          A:85 X:85 Y:99 P:E4 SP:FB
CCFE  50 2A     BVC $2A                          A:85 X:85 Y:99 P:E4 SP:FB
CD00  10 28     BPL $28                          A:85 X:85 Y:99 P:E4 SP:FB
